"Specialized Dolce Womens 700c 2017 - Road Bike",http://www.tredz.co.uk/.Specialized-Dolce-Womens-700c-2017-Road-Bike_96638.htm,575.00,"Specialized A1 Premium Aluminum, Women|s Endurance Geometry, women|s fully-manipulated tube sets, 1-1/8"" lower bearing"
"Giant Contend 2 2017 - Road Bike",http://www.tredz.co.uk/.Giant-Contend-2-2017-Road-Bike_97691.htm,575.00,"ALUXX-Grade Aluminium"
"Liv Avail 2 Womens  2017 - Road Bike",http://www.tredz.co.uk/.Liv-Avail-2-Womens-2017-Road-Bike_97887.htm,575.00,"ALUXX-Grade Aluminium"
"Tifosi CK3 Giro Claris 2017 - Road Bike",http://www.tredz.co.uk/.Tifosi-CK3-Giro-Claris-2017-Road-Bike_75935.htm,584.99,"TFX Ultra Aluminium"
"Kona Jake 24w 2016 - Road Bike",http://www.tredz.co.uk/.Kona-Jake-24w-2016-Road-Bike_82252.htm,594.15,"Kona 6061 Aluminum Butted"
"Orbea Avant H70 2017 - Road Bike",http://www.tredz.co.uk/.Orbea-Avant-H70-2017-Road-Bike_95434.htm,599.00,"Orbea Avant Hydro, hydroformed triple butted aluminum, headset 1-1/8"", BB 68mm - BSC English , internal cable routing, 130 OLD, 27,2mm seat tube."
"Cube Axial WLS 28 Womens  2017 - Road Bike",http://www.tredz.co.uk/.Cube-Axial-WLS-28-Womens-2017-Road-Bike_97450.htm,599.00,"Aluminium 6061 T6 Superlight, Road Comfort Geometry"
"Giant Rapid 3 2017 - Flar Bar Road Bike",http://www.tredz.co.uk/.Giant-Rapid-3-2017-Flar-Bar-Road-Bike_97767.htm,599.00,"ALUXX SL-Grade Aluminium"
"Charge Plug 1 Disc  2017 - Road Bike",http://www.tredz.co.uk/.Charge-Plug-1-Disc-2017-Road-Bike_96527.htm,599.99,"6061 series aluminium, rack and fender mounts"
"Tifosi CK3 Giro Sora 2017 - Road Bike",http://www.tredz.co.uk/.Tifosi-CK3-Giro-Sora-2017-Road-Bike_75936.htm,634.99,"TFX Ultra Aluminium"
"Merida Ride Disc 200 2016 - Road Bike",http://www.tredz.co.uk/.Merida-Ride-Disc-200-2016-Road-Bike_81929.htm,639.99,"6066 Triple butted and formed aluminium frame with tapered head tube, smooth welding, and internal cable routing"
"Liv Thrive 2 Womens  2017 - Flat Bar Road Bike",http://www.tredz.co.uk/.Liv-Thrive-2-Womens-2017-Flat-Bar-Road-Bike_97909.htm,649.00,"ALUXX-Grade Aluminium"
"Genesis Delta 10  2017 - Road Bike",http://www.tredz.co.uk/.Genesis-Delta-10-2017-Road-Bike_98957.htm,649.99,"ALX8 6066/6061-T6 Double-Butted Aluminium"
"Genesis Delta 10 Womens  2017 - Road Bike",http://www.tredz.co.uk/.Genesis-Delta-10-Womens-2017-Road-Bike_98958.htm,649.99,"ALX8 6066/6061-T6 Double-Butted Aluminium"
"Merida Speeder 200 2017 - Road Bike",http://www.tredz.co.uk/.Merida-Speeder-200-2017-Road-Bike_95934.htm,650.00,"Lightweight 6066 Triple butted and Hydroformed aluminium frame with smooth welding, and internal cable routing.  Fitted with mudguard and rack mounts"
"Merida Ride 100 Juliet Womens 2017 - Road Bike",http://www.tredz.co.uk/.Merida-Ride-100-Juliet-Womens-2017-Road-Bike_95904.htm,675.00,"Sportif geometry 6066 triple butted and formed aluminium frame with a tapered head tube for confidence inspiring handling.  Smooth welding and internal cable routing."
"Merida Ride 100 2017 - Road Bike",http://www.tredz.co.uk/.Merida-Ride-100-2017-Road-Bike_95902.htm,675.00,"Sportif geometry 6066 triple butted and formed aluminium frame with a tapered head tube for confidence inspiring handling.  Smooth welding and internal cable routing."
"Orbea Avant H60 2017 - Road Bike",http://www.tredz.co.uk/.Orbea-Avant-H60-2017-Road-Bike_95431.htm,679.00,"Orbea Avant Hydro, hydroformed triple butted aluminum, headset 1-1/8"", BB 68mm - BSC English , internal cable routing, 130 OLD, 27,2mm seat tube."
"Reid Osprey Elite 2017 - Road Bike",http://www.tredz.co.uk/.Reid-Osprey-Elite-2017-Road-Bike_87061.htm,679.99,"6061 Aluminium Alloy"
"Orbea Avant H60 Flat 2017 - Road Bike",http://www.tredz.co.uk/.Orbea-Avant-H60-Flat-2017-Road-Bike_95433.htm,699.00,"Orbea Avant Hydro, hydroformed triple butted aluminum, headset 1-1/8"", BB 68mm - BSC English , internal cable routing, 130 OLD, 27,2mm seat tube."
"Liv Beliv 2 Womens  2017 - Road Bike",http://www.tredz.co.uk/.Liv-Beliv-2-Womens-2017-Road-Bike_97899.htm,699.00,"ALUXX-Grade Aluminium"
"Kona Rove AL 2017 - Road Bike",http://www.tredz.co.uk/.Kona-Rove-AL-2017-Road-Bike_95347.htm,699.00,"Kona 6061 Aluminum Butted"
"Felt Verza Speed 30 2017 - Road Bike",http://www.tredz.co.uk/.Felt-Verza-Speed-30-2017-Road-Bike_98097.htm,699.00,"Felt Verza Speed, FLite Custom Triple Butted 6061 aluminum, Hydroform TIG-welded construction, IS mount disc tabs, replaceable hanger"
"Ridgeback Flight 1.0  2017 - Road Bike",http://www.tredz.co.uk/.Ridgeback-Flight-1-0-2017-Road-Bike_98607.htm,699.99,"6061 heat treated aluminium"
"Giant Contend 1 2017 - Road Bike",http://www.tredz.co.uk/.Giant-Contend-1-2017-Road-Bike_97690.htm,725.00,"ALUXX-Grade Aluminium"
"Liv Avail 1 Womens  2017 - Road Bike",http://www.tredz.co.uk/.Liv-Avail-1-Womens-2017-Road-Bike_97886.htm,725.00,"ALUXX-Grade Aluminium"
"Orbea Avant H50 2017 - Road Bike",http://www.tredz.co.uk/.Orbea-Avant-H50-2017-Road-Bike_95425.htm,729.00,"Orbea Avant Hydro, hydroformed triple butted aluminum, headset 1-1/8"", BB 68mm - BSC English , internal cable routing, 130 OLD, 27,2mm seat tube."
"Felt VR50 2017 - Road Bike",http://www.tredz.co.uk/.Felt-VR50-2017-Road-Bike_96435.htm,749.00,"Felt Variable Road Disc FLite Custom Butted 6061 aluminum, Dynaform TIG-welded construction"
"Felt FR50 2017 - Road Bike",http://www.tredz.co.uk/.Felt-FR50-2017-Road-Bike_96427.htm,749.00,"Felt Race Road SuperLite Custom Butted 6061 aluminum, Dynaform TIG-welded construction"
"Orbea Avant H50 Flat 2017 - Road Bike",http://www.tredz.co.uk/.Orbea-Avant-H50-Flat-2017-Road-Bike_95426.htm,749.00,"Orbea Avant Hydro, hydroformed triple butted aluminum, headset 1-1/8"", BB 68mm - BSC English , internal cable routing, 130 OLD, 27,2mm seat tube."
"Giant Rapid 2 2017 - Flat Bar Road Bike",http://www.tredz.co.uk/.Giant-Rapid-2-2017-Flat-Bar-Road-Bike_97765.htm,749.00,"ALUXX SL-Grade Aluminium"
"Merida Speeder 300 2017 - Road Bike",http://www.tredz.co.uk/.Merida-Speeder-300-2017-Road-Bike_95935.htm,750.00,"Lightweight 6066 Triple butted and Hydroformed aluminium frame with smooth welding, and internal cable routing.  Fitted with mudguard and rack mounts"
"Kona Esatto 2016 - Road Bike",http://www.tredz.co.uk/.Kona-Esatto-2016-Road-Bike_82248.htm,764.15,"Kona SuperLight Aluminum Butted 7046"
"Liv Invite 2 Womens  2017 - Road Bike",http://www.tredz.co.uk/.Liv-Invite-2-Womens-2017-Road-Bike_97905.htm,799.00,"ALUXX-Grade Aluminium"
"Cube Attain Pro Disc  2017 - Road Bike",http://www.tredz.co.uk/.Cube-Attain-Pro-Disc-2017-Road-Bike_97441.htm,799.00,"Aluminium 6061 T6 Superlight, Road Comfort Geometry, Fender Option, X12"
"Cube Axial WLS Pro Disc 28 Womens  2017 - Road Bike",http://www.tredz.co.uk/.Cube-Axial-WLS-Pro-Disc-28-Womens-2017-Road-Bike_97455.htm,799.00,"Aluminium 6061 T6 Superlight, Double Butted, Smooth Welded, 3D Dropouts, Road Comfort Geometry"
"Liv Beliv 1 Womens  2017 - Road Bike",http://www.tredz.co.uk/.Liv-Beliv-1-Womens-2017-Road-Bike_97898.htm,799.00,"ALUXX-Grade Aluminium"
"Cube Attain Race  2017 - Road Bike",http://www.tredz.co.uk/.Cube-Attain-Race-2017-Road-Bike_97442.htm,799.00,"Aluminium 6061 T6 Superlight, Road Comfort Geometry, Fender Option, X12"
"Reid Falco Advanced 2017 - Road Bike",http://www.tredz.co.uk/.Reid-Falco-Advanced-2017-Road-Bike_87056.htm,799.99,"6061 Aluminium Alloy, Smooth Welded"
"Ridgeback Flight 2.0  2017 - Road Bike",http://www.tredz.co.uk/.Ridgeback-Flight-2-0-2017-Road-Bike_98608.htm,799.99,"6061 heat treated aluminium"
"Tifosi CK3 Giro Veloce 2016 - Road Bike",http://www.tredz.co.uk/.Tifosi-CK3-Giro-Veloce-2016-Road-Bike_75937.htm,799.99,"TFX Ultra Aluminium"
"Giant Revolt 3 2017 - Road Bike",http://www.tredz.co.uk/.Giant-Revolt-3-2017-Road-Bike_97732.htm,849.00,"ALUXX SL-Grade Aluminium"
"Felt VR50W Womens 2017 - Road Bike",http://www.tredz.co.uk/.Felt-VR50W-Womens-2017-Road-Bike_96436.htm,849.00,"Felt  Fit Woman Variable Road Disc FLite Custom Butted 6061 aluminum, Hydroform TIG-welded construction"
"Giant Contend SL 2 2017 - Road Bike",http://www.tredz.co.uk/.Giant-Contend-SL-2-2017-Road-Bike_97694.htm,849.00,"ALUXX SL-Grade Aluminium"
"Orbea Avant H40 2017 - Road Bike",http://www.tredz.co.uk/.Orbea-Avant-H40-2017-Road-Bike_95423.htm,849.00,"Orbea Avant Hydro, hydroformed triple butted aluminum, headset 1-1/8"", BB 68mm - BSC English , internal cable routing, 130 OLD, 27,2mm seat tube."
"Orbea Avant H40 Flat 2017 - Road Bike",http://www.tredz.co.uk/.Orbea-Avant-H40-Flat-2017-Road-Bike_95424.htm,849.00,"Orbea Avant Hydro, hydroformed triple butted aluminum, headset 1-1/8"", BB 68mm - BSC English , internal cable routing, 130 OLD, 27,2mm seat tube."
"Liv Thrive 1 Disc Womens  2017 - Flat Bar  Road Bike",http://www.tredz.co.uk/.Liv-Thrive-1-Disc-Womens-2017-Flat-Bar-Road-Bike_97907.htm,849.00,"ALUXX-Grade Aluminium"
"Liv Avail SL 2 Womens  2017 - Road Bike",http://www.tredz.co.uk/.Liv-Avail-SL-2-Womens-2017-Road-Bike_97896.htm,849.00,"ALUXX SL-Grade Aluminium"
"Kona Zing AL 2016 - Road Bike",http://www.tredz.co.uk/.Kona-Zing-AL-2016-Road-Bike_82256.htm,849.15,"Kona SuperLight Aluminum Butted 7046"
"Charge Plug 2  2017 - Road Bike",http://www.tredz.co.uk/.Charge-Plug-2-2017-Road-Bike_96528.htm,849.99,"6061 series butted aluminium, custom dropout, rack and fender mounts"
"Genesis CdA 10  2017 - Road Bike",http://www.tredz.co.uk/.Genesis-CdA-10-2017-Road-Bike_98919.htm,849.99,"ALX8 6066/6061-T6 Double-Butted Aluminium"
"Genesis Delta 20  2017 - Road Bike",http://www.tredz.co.uk/.Genesis-Delta-20-2017-Road-Bike_98959.htm,849.99,"ALX8 6066/6061-T6 Double-Butted Aluminium"
"Tifosi CK3 Giro 105 2017 - Road Bike",http://www.tredz.co.uk/.Tifosi-CK3-Giro-105-2017-Road-Bike_75934.htm,849.99,"TFX Ultra Aluminium"
"Merida Ride 300 2017 - Road Bike",http://www.tredz.co.uk/.Merida-Ride-300-2017-Road-Bike_95906.htm,875.00,"Sportif geometry 6066 triple butted and formed aluminium frame with a tapered head tube for confidence inspiring handling.  Smooth welding and internal cable routing."
"Merida Ride 300 Juliet Womens 2017 - Road Bike",http://www.tredz.co.uk/.Merida-Ride-300-Juliet-Womens-2017-Road-Bike_95907.htm,875.00,"Sportif geometry 6066 triple butted and formed aluminium frame with a tapered head tube for confidence inspiring handling.  Smooth welding and internal cable routing."
"Giant Rapid 1 2017 - Flat Bar Road Bike",http://www.tredz.co.uk/.Giant-Rapid-1-2017-Flat-Bar-Road-Bike_97763.htm,875.00,"ALUXX SL-Grade Aluminium"
"Giant Anyroad 2 2017 - Road Bike",http://www.tredz.co.uk/.Giant-Anyroad-2-2017-Road-Bike_97688.htm,899.00,"ALUXX-Grade Aluminium"
"Liv Invite 1 Womens  2017 - Road Bike",http://www.tredz.co.uk/.Liv-Invite-1-Womens-2017-Road-Bike_97904.htm,899.00,"ALUXX-Grade Aluminium"
"Orro Terra Via Tiagra 2017 - Road Bike",http://www.tredz.co.uk/.Orro-Terra-Via-Tiagra-2017-Road-Bike_102924.htm,899.99,"Orro Terra Via OSD Aluminium"
"Ridgeback Flight 3.0  2017 - Road Bike",http://www.tredz.co.uk/.Ridgeback-Flight-3-0-2017-Road-Bike_98609.htm,899.99,"6061 heat treated aluminium"
"Specialized Allez E5 Elite  700c 2017 - Road Bike",http://www.tredz.co.uk/.Specialized-Allez-E5-Elite-700c-2017-Road-Bike_96596.htm,900.00,"Specialized E5 Premium Aluminum, fully-manipulated tubing w/smooth welds, 1-1/8"" lower bearing"
"Merida Scultura 200 Disc 2017 - Road Bike",http://www.tredz.co.uk/.Merida-Scultura-200-Disc-2017-Road-Bike_95918.htm,925.00,"Lightweight 6066 aluminium triple butted frame with tapered headtube for precise steering.  Internal cable routing and aero profiled tubing."
"Orbea Avant H30 2017 - Road Bike",http://www.tredz.co.uk/.Orbea-Avant-H30-2017-Road-Bike_95420.htm,949.00,"Orbea Avant Hydro, hydroformed triple butted aluminum, headset 1-1/8"", BB 68mm - BSC English , internal cable routing, 130 OLD, 27,2mm seat tube."
"Genesis CdA 20  2017 - Road Bike",http://www.tredz.co.uk/.Genesis-CdA-20-2017-Road-Bike_98920.htm,949.99,"ALX8 6066/6061-T6 Double-Butted Aluminium"
"Tifosi Forcella Disc Tiagra 2017 - Road Bike",http://www.tredz.co.uk/.Tifosi-Forcella-Disc-Tiagra-2017-Road-Bike_95504.htm,949.99,"TFX ULTRA ALUMINIUM"
"Nukeproof Digger 2.0 2017 - Road Bike",http://www.tredz.co.uk/.Nukeproof-Digger-2-0-2017-Road-Bike_98729.htm,949.99,"Custom T6 6061 aluminium"
"Merida Speeder 400 2017 - Road Bike",http://www.tredz.co.uk/.Merida-Speeder-400-2017-Road-Bike_95936.htm,950.00,"Lightweight 6066 Triple butted and Hydroformed aluminium frame with smooth welding, and internal cable routing.  Fitted with mudguard and rack mounts"
"Liv Avail SL 2 Disc Womens  2017 - Road Bike",http://www.tredz.co.uk/.Liv-Avail-SL-2-Disc-Womens-2017-Road-Bike_97897.htm,975.00,"ALUXX SL-Grade Aluminium"
"Reid Falco Elite 2017 - Road Bike",http://www.tredz.co.uk/.Reid-Falco-Elite-2017-Road-Bike_87057.htm,979.99,"6061 Aluminium Alloy, Smooth Welded"
"Kona Esatto 2017 - Road Bike",http://www.tredz.co.uk/.Kona-Esatto-2017-Road-Bike_95342.htm,999.00,"Kona SuperLight Aluminum Butted 7046"
"Giant Contend SL 1 2017 - Road Bike",http://www.tredz.co.uk/.Giant-Contend-SL-1-2017-Road-Bike_97692.htm,999.00,"ALUXX SL-Grade Aluminium"
"Liv Thrive 0 Disc Womens  2017 - Flat Bar Road Bike",http://www.tredz.co.uk/.Liv-Thrive-0-Disc-Womens-2017-Flat-Bar-Road-Bike_97906.htm,999.00,"ALUXX-Grade Aluminium"
"Cube Attain SL 2017 - Road Bike",http://www.tredz.co.uk/.Cube-Attain-SL-2017-Road-Bike_97444.htm,999.00,"Aluminium 6061 T6 Superlight, Road Comfort Geometry"
"Giant Fastroad SLR 2017 - Flat Bar Road Bike",http://www.tredz.co.uk/.Giant-Fastroad-SLR-2017-Flat-Bar-Road-Bike_97758.htm,999.00,"ALUXX SLR-Grade Aluminium"
"Cube Axial WLS Race 28 Womens  2017 - Road Bike",http://www.tredz.co.uk/.Cube-Axial-WLS-Race-28-Womens-2017-Road-Bike_97456.htm,999.00,"Aluminium 6061 T6 Superlight, Double Butted, Smooth Welded, 3D Dropouts, Road Comfort Geometry"
"Felt FR40 2017 - Road Bike",http://www.tredz.co.uk/.Felt-FR40-2017-Road-Bike_96425.htm,999.00,"Felt Race Road SuperLite Custom Butted 6069 aluminum, Dynaform TIG-welded construction"
"Felt FR40W Womens 2017 - Road Bike",http://www.tredz.co.uk/.Felt-FR40W-Womens-2017-Road-Bike_96426.htm,999.00,"Felt Fit Woman Road SuperLite Custom Butted 6061 aluminum, Dynaform TIG-welded construction"
"Giant Contend SL 2 Disc 2017 - Road Bike",http://www.tredz.co.uk/.Giant-Contend-SL-2-Disc-2017-Road-Bike_97695.htm,999.00,"ALUXX SL-Grade Aluminium"
"Giant Revolt 2 2017 - Road Bike",http://www.tredz.co.uk/.Giant-Revolt-2-2017-Road-Bike_97730.htm,999.00,"ALUXX SL-Grade Aluminium"
"Giant Rapid 0 2017 - Flat Bar Road Bike",http://www.tredz.co.uk/.Giant-Rapid-0-2017-Flat-Bar-Road-Bike_97761.htm,999.00,"ALUXX SL-Grade Aluminium"
"Liv Avail SL 1 Womens  2017 - Road Bike",http://www.tredz.co.uk/.Liv-Avail-SL-1-Womens-2017-Road-Bike_97893.htm,999.00,"ALUXX SL-Grade Aluminium"
"Orro Terra Gravel Disc 105 Racing Sport 2017 - Road Bike",http://www.tredz.co.uk/.Orro-Terra-Gravel-Disc-105-Racing-Sport-2017-Road-Bike_102923.htm,999.99,"Orro Terra OSD Aluminium"
"Orro Terra Flat Bar 2017 - Road Bike",http://www.tredz.co.uk/.Orro-Terra-Flat-Bar-2017-Road-Bike_102921.htm,999.99,"Orro Terra OSD Aluminium"
"Merida Ride 400 Juliet Womens 2017 - Road Bike",http://www.tredz.co.uk/.Merida-Ride-400-Juliet-Womens-2017-Road-Bike_95909.htm,1000.00,"Sportif geometry 6066 triple butted and formed aluminium frame with a tapered head tube for confidence inspiring handling.  Smooth welding and internal cable routing."
"Merida Ride 400 2017 - Road Bike",http://www.tredz.co.uk/.Merida-Ride-400-2017-Road-Bike_95908.htm,1000.00,"Sportif geometry 6066 triple butted and formed aluminium frame with a tapered head tube for confidence inspiring handling.  Smooth welding and internal cable routing."
"Marin Gestalt 2 700c  2017 - Road Bike",http://www.tredz.co.uk/.Marin-Gestalt-2-700c-2017-Road-Bike_94631.htm,1000.00,"Series 3 6061 Aluminum, 700c Wheels, Relieved Head Tube and BB, Internal Cable Routing, Post Mount Disc Specific Forged Dropouts"
"Merida Reacto 300 2017 - Road Bike",http://www.tredz.co.uk/.Merida-Reacto-300-2017-Road-Bike_95888.htm,1000.00,"Lightweight 6066 Triple butted and Hydroformed aluminium with NACA fastback aerodynamic tube profiles and smooth welding, internal cable routing and integrated seat clamp.  Tapered head tube for precise handling"
"Kona Esatto Fast 2016 - Flat Bar Road Bike",http://www.tredz.co.uk/.Kona-Esatto-Fast-2016-Flat-Bar-Road-Bike_82258.htm,1019.15,"Kona SuperLight Aluminum Butted 7046"
"Cube SL Road Race  2017 - Road Bike",http://www.tredz.co.uk/.Cube-SL-Road-Race-2017-Road-Bike_97717.htm,1049.00,"Aluminium Superlite Crossroad Taper Double Butted"
"Charge Plug 3  2017 - Road Bike",http://www.tredz.co.uk/.Charge-Plug-3-2017-Road-Bike_96529.htm,1049.99,"6061 series butted aluminium, custom dropout, rack and fender mounts"
"Felt FR30 2017 - Road Bike",http://www.tredz.co.uk/.Felt-FR30-2017-Road-Bike_96423.htm,1099.00,"Felt Race Road SuperLite Custom Butted 6069 aluminum, Dynaform TIG-welded construction"
"Cube Attain Race Disc  2017 - Road Bike",http://www.tredz.co.uk/.Cube-Attain-Race-Disc-2017-Road-Bike_97443.htm,1099.00,"Aluminium 6061 T6 Superlight, Double Butted, Smooth Welded, 3D Flat Mount Disc Brake Dropouts, Road Comfort Geometry, Fender Option, X12"
"Felt Verza Speed 10 2017 - Road Bike",http://www.tredz.co.uk/.Felt-Verza-Speed-10-2017-Road-Bike_80792.htm,1099.00,"Felt Verza Speed, FLite Custom Triple Butted 6061 aluminum, Hydroform Smooth TIG-welded construction, IS mount disc tabs, replaceable hanger"
"Kona Zing AL 2017 - Road Bike",http://www.tredz.co.uk/.Kona-Zing-AL-2017-Road-Bike_95351.htm,1099.00,"Kona SuperLight 7046 Aluminum Butted"
"Ridgeback Flight 4.0  2017 - Road Bike",http://www.tredz.co.uk/.Ridgeback-Flight-4-0-2017-Road-Bike_98610.htm,1099.99,"6061 heat treated aluminium"
"Specialized Dolce EVO Womens 700c 2017 - Road Bike",http://www.tredz.co.uk/.Specialized-Dolce-EVO-Womens-700c-2017-Road-Bike_96642.htm,1100.00,"Specialized E5 Premium Aluminum w/D|Aluisio Smartweld Technology, Women|s Endurance Geometry, women|s fully-manipulated tube sets w/smooth welds, Zertz, 1-1/8"" lower bearing, disc mount"
"Kona Esatto D 2016 - Road Bike",http://www.tredz.co.uk/.Kona-Esatto-D-2016-Road-Bike_82249.htm,1104.15,"Kona SuperLight Aluminum Butted 7046"
"Felt VR40 2017 - Road Bike",http://www.tredz.co.uk/.Felt-VR40-2017-Road-Bike_96432.htm,1149.00,"Felt Variable Road Disc FLite Custom Butted 6069 aluminum, Hydroform TIG-welded construction"
"Liv Avail SL 1 Disc Womens  2017 - Road Bike",http://www.tredz.co.uk/.Liv-Avail-SL-1-Disc-Womens-2017-Road-Bike_97895.htm,1149.00,"ALUXX SL-Grade Aluminium"
"Giant Contend SL 1 Disc 2017 - Road Bike",http://www.tredz.co.uk/.Giant-Contend-SL-1-Disc-2017-Road-Bike_97693.htm,1149.00,"ALUXX SL-Grade Aluminium"
"Giant Revolt 1 2017 - Road Bike",http://www.tredz.co.uk/.Giant-Revolt-1-2017-Road-Bike_97728.htm,1149.00,"ALUXX SL-Grade Aluminium"
"Cinelli Mash Parallax 2017 - Road Bike",http://www.tredz.co.uk/.Cinelli-Mash-Parallax-2017-Road-Bike_101888.htm,1149.99,"Columbus Airplaine Aluminium tubes with variable thickness"
"Merida Reacto 400 2017 - Road Bike",http://www.tredz.co.uk/.Merida-Reacto-400-2017-Road-Bike_95889.htm,1150.00,"Lightweight 6066 Triple butted and Hydroformed aluminium with NACA fastback aerodynamic tube profiles and smooth welding, internal cable routing and integrated seat clamp.  Tapered head tube for precise handling"
"Merida Ride 500 2017 - Road Bike",http://www.tredz.co.uk/.Merida-Ride-500-2017-Road-Bike_95913.htm,1150.00,"Sportif geometry 6066 triple butted and formed aluminium frame with a tapered head tube for confidence inspiring handling.  Smooth welding and internal cable routing."
"Kona PHD 2017 - Road Bike",http://www.tredz.co.uk/.Kona-PHD-2017-Road-Bike_95355.htm,1199.00,"Kona SuperLight Aluminum Butted 7046"
"Felt FR30W Womens 2017 - Road Bike",http://www.tredz.co.uk/.Felt-FR30W-Womens-2017-Road-Bike_96424.htm,1199.00,"Felt Fit Woman Road SuperLite Custom Butted 6061 aluminum, Dynaform TIG-welded construction"
"Charge Plug 4  2017 - Road Bike",http://www.tredz.co.uk/.Charge-Plug-4-2017-Road-Bike_96530.htm,1199.99,"6061 series butted aluminium, custom dropout, rack and fender mounts"
"Giant Anyroad 1 2017 - Road Bike",http://www.tredz.co.uk/.Giant-Anyroad-1-2017-Road-Bike_97687.htm,1249.00,"ALUXX-Grade Aluminium"
"Felt VR40W Womens 2017 - Road Bike",http://www.tredz.co.uk/.Felt-VR40W-Womens-2017-Road-Bike_96433.htm,1249.00,"Felt  Fit Woman Variable Road Disc FLite Custom Butted 6061 aluminum, Hydroform TIG-welded construction"
"Kona Esatto DDL 2016 - Road Bike",http://www.tredz.co.uk/.Kona-Esatto-DDL-2016-Road-Bike_82250.htm,1274.15,"Kona SuperLight Aluminum Butted 7046"
"Cube Attain SL Disc 2017 - Road Bike",http://www.tredz.co.uk/.Cube-Attain-SL-Disc-2017-Road-Bike_97445.htm,1299.00,"Aluminium 6061 T6 Superlight, Double Butted, Smooth Welded, 3D Flat Mount Disc Brake Dropouts, Road Comfort Geometry, Fender Option, X12"
"Kona Esatto Fast 2017 - Flat Bar Road Bike",http://www.tredz.co.uk/.Kona-Esatto-Fast-2017-Flat-Bar-Road-Bike_95353.htm,1299.00,"Kona SuperLight Aluminum Butted 7046"
"Cube SL Road SL  2017 - Road Bike",http://www.tredz.co.uk/.Cube-SL-Road-SL-2017-Road-Bike_97718.htm,1299.00,"Aluminium Superlite Crossroad Taper Double Butted"
"Felt VR30 2017 - Road Bike",http://www.tredz.co.uk/.Felt-VR30-2017-Road-Bike_96430.htm,1349.00,"Felt Variable Road Disc FLite Custom Butted 6069 aluminum, Hydroform TIG-welded construction"
"Orro Terra Gravel Disc 105 3T Discus Pro 2017 - Road Bike",http://www.tredz.co.uk/.Orro-Terra-Gravel-Disc-105-3T-Discus-Pro-2017-Road-Bike_102922.htm,1350.00,"Orro Terra OSD Aluminium"
"Merida Reacto 500 2017 - Road Bike",http://www.tredz.co.uk/.Merida-Reacto-500-2017-Road-Bike_95891.htm,1350.00,"Lightweight 6066 Triple butted and Hydroformed aluminium with NACA fastback aerodynamic tube profiles and smooth welding, internal cable routing and integrated seat clamp.  Tapered head tube for precise handling"
"Kona Esatto Disc 2017 - Road Bike",http://www.tredz.co.uk/.Kona-Esatto-Disc-2017-Road-Bike_95343.htm,1399.00,"Kona SuperLight Aluminum Butted 7046"
"Merida Scultura 400 Disc 2017 - Road Bike",http://www.tredz.co.uk/.Merida-Scultura-400-Disc-2017-Road-Bike_95920.htm,1400.00,"Lightweight 6066 aluminium triple butted frame with tapered headtube for precise steering and Pressfit 86 bb for pedalling stiffness.  Internal cable routing and aero profiled tubing."
